Boligrafo.93.211;OrangePi.87.945;Tuerca.-11.235;Martillo.63.180;Pegamento.31.384;Tijeras.31.987,Clavo.93.458;Tijeras.62.58;Pegamento.72.856;Cable.30.254;Goma.3.185;Boligrafo.77.820;OrangePi.65.972;Martillo.42.60;IntelGalileo.12.425,Martillo.15.6;Goma.58.205,Alicate.86.966;Serrucho.60.344;Tijeras.86.545,Cuaderno.78.254;Tuerca.3.108;Tijeras.38.381;Destornillador.74.465;Boligrafo.93.416;Pegamento.63.424;Tornillo.69.28,Cable.71.706;Destornillador.97.588;Tijeras.47.532;Serrucho.10.556;Clavo.89.1,Tornillo.29.345;Alicate.2.211;JetsonNano.59.18;IntelGalileo.44.887;Lapiz.36.977;Arduino.31.916;Tijeras.81.168,Carpeta.26.510;Lapiz.56.26;Cable.17.841;Serrucho.88.503;Tornillo.99.908;Destornillador.13.938;Martillo.21.125;Raspberry.4.117,Cuaderno.23.134,IntelGalileo.35.193;Goma.71.517;Carpeta.78.913
JetsonNano.99.154;Arduino.61.611;Pegamento.28.147;Tuerca.58.341;Tornillo.11.199;Sacapuntas.42.714,Destornillador.68.661;Goma.52.167;Tuerca.4.736,Tornillo.64.365;Destornillador.78.780;Pegamento.85.861;Goma.54.909;Boligrafo.1.507;Martillo.40.954;Serrucho.74.490;IntelGalileo.78.515;Tuerca.96.956;Sacapuntas.18.894,JetsonNano.69.319;Alicate.28.592;Arduino.16.456,Pegamento.58.728,Tuerca.3.592;Sacapuntas.72.571;Raspberry.82.272;Pegamento.36.32,Cuaderno.91.224;Arduino.69.471;Goma.24.319;JetsonNano.21.629;Lapiz.67.764;OrangePi.68.393;Destornillador.33.366,Lapiz.99.998;Tuerca.71.941;Tornillo.100.479;Carpeta.19.147;Sacapuntas.65.530,IntelGalileo.60.664;Alicate.60.805;Destornillador.91.64;Goma.70.99;Raspberry.97.603;Carpeta.55.719;Arduino.60.579;Sacapuntas.33.185,Carpeta.79.741;Martillo.41.932;Tornillo.65.205;Tijeras.3.944;Boligrafo.14.481
Martillo.34.22;Boligrafo.70.418,Tijeras.46.94;Tornillo.48.266,Boligrafo.47.235;JetsonNano.32.359;OrangePi.11.193;Tornillo.44.453;Destornillador.59.615;Cuaderno.32.703;Raspberry.95.976,Tornillo.45.814;Raspberry.5.183,Tuerca.41.452;Lapiz.99.627;JetsonNano.69.609;Sacapuntas.78.982;Goma.91.877;Arduino.78.783,Arduino.4.391;Cuaderno.43.389;Cable.92.910;Goma.59.199;Tuerca.61.495;Serrucho.10.855;Clavo.91.423;IntelGalileo.74.831,Alicate.93.972;Lapiz.19.181;Martillo.33.423,Sacapuntas.90.408;Tijeras.2.153;JetsonNano.76.107;Raspberry.30.788,Tornillo.90.899;Pegamento.69.62;Goma.12.162;Destornillador.85.208,Boligrafo.24.259;Pegamento.35.239;Goma.86.156;Arduino.78.785
Serrucho.98.880;Martillo.55.590;Pegamento.2.28;Lapiz.80.926;Boligrafo.44.387;Goma.58.18;OrangePi.40.943;Arduino.90.389,IntelGalileo.19.937;JetsonNano.34.992,Pegamento.47.606;Clavo.55.910,Clavo.75.90;Cable.38.744;Arduino.32.363;OrangePi.42.747;Serrucho.75.84;IntelGalileo.34.846;JetsonNano.73.542;Sacapuntas.42.56;Alicate.48.826,Lapiz.36.827;IntelGalileo.62.198;Carpeta.37.907;Pegamento.50.247;Destornillador.54.776,OrangePi.85.69;Carpeta.77.736;Destornillador.91.877;Cable.87.574;Boligrafo.59.474,Goma.65.822,Clavo.76.919;Destornillador.7.67;Pegamento.25.643;Goma.60.142;Cuaderno.72.699;Raspberry.20.511;Serrucho.2.650;Tuerca.26.825;Lapiz.13.588,Cable.13.805;Pegamento.95.710;Carpeta.95.514;Raspberry.28.896;Alicate.56.435;Tijeras.44.648;Tornillo.17.272;Lapiz.77.908,Arduino.9.125;Tornillo.87.849;Cuaderno.70.924;Lapiz.55.51;Cable.27.591;Boligrafo.32.515;Goma.82.81;Alicate.56.315
Goma.45.300;Serrucho.46.794;Raspberry.69.964;Arduino.4.552;Destornillador.4.687;Cable.86.832;Carpeta.48.416,Cable.21.166;OrangePi.98.546,OrangePi.10.446;Tornillo.87.822;Boligrafo.99.817;Martillo.39.160;Raspberry.67.688,Pegamento.6.2;Clavo.83.25;Tijeras.1.186;Martillo.22.402;Destornillador.85.806,JetsonNano.21.620;IntelGalileo.94.899;Arduino.64.937;Pegamento.53.153;Cuaderno.75.909;Cable.74.801;OrangePi.72.482;Goma.34.619,Cable.23.77;Tuerca.14.201;Pegamento.92.664;Sacapuntas.37.163,Cuaderno.57.222;Destornillador.46.578;OrangePi.29.760;Goma.40.718;Tuerca.57.490;Tijeras.8.947,Boligrafo.93.717;Cable.69.827;Martillo.83.806;IntelGalileo.9.901;Goma.14.122;Carpeta.4.238;Serrucho.68.868,IntelGalileo.66.430;Tornillo.62.680,Tuerca.98.833;Pegamento.35.448;Raspberry.16.283;Martillo.32.967
Pegamento.43.826;Clavo.35.790;Alicate.89.952,Arduino.46.105;Carpeta.32.381;Raspberry.67.470;Tornillo.23.76;Pegamento.69.650,JetsonNano.4.79;Martillo.19.106;Serrucho.48.460;Tuerca.51.616;IntelGalileo.39.561;Lapiz.8.673,Tijeras.20.620;Tornillo.13.703;Carpeta.80.593;Goma.25.664;OrangePi.17.804;Cuaderno.68.696;Serrucho.3.394;Tuerca.96.416;Sacapuntas.65.744,Lapiz.84.496;Goma.86.128;Tijeras.96.885,IntelGalileo.16.561;Clavo.79.563;Cable.92.457;Lapiz.43.32;Tuerca.58.874;Raspberry.4.107;Pegamento.77.229,Clavo.30.917;Tijeras.97.639;Destornillador.45.638;OrangePi.99.945;Martillo.11.801;Raspberry.93.335;Serrucho.100.917;JetsonNano.3.962;Sacapuntas.85.320,JetsonNano.93.222;Destornillador.88.903;Tuerca.27.421;Alicate.48.320;Cable.73.352,Martillo.42.138;Alicate.30.20;Goma.30.441;Cuaderno.37.572;Cable.24.387;Boligrafo.9.235,Sacapuntas.2.301;Raspberry.88.32;Cable.17.374
OrangePi.45.53;JetsonNano.13.476;Martillo.9.213;Tornillo.93.32;Sacapuntas.85.696;Pegamento.33.904;Carpeta.44.745;Cuaderno.93.314,Destornillador.76.53;Tuerca.22.828;JetsonNano.19.119;Sacapuntas.29.812;Pegamento.100.380;Alicate.62.708;Arduino.40.520,Tuerca.88.235;OrangePi.84.252;Cuaderno.71.996,Boligrafo.30.710;Cable.54.29;Goma.6.181;JetsonNano.27.791,Tuerca.88.301;JetsonNano.16.608,Cuaderno.9.200;Tuerca.8.949;Clavo.61.151;Martillo.85.267,Boligrafo.26.708;Cuaderno.61.968;Tornillo.10.784;Carpeta.93.57;Destornillador.41.604,Tuerca.81.914;OrangePi.61.960;Sacapuntas.4.485;Cuaderno.92.72;Arduino.59.308,Clavo.83.501;Lapiz.96.391;JetsonNano.67.77;Alicate.8.431,Raspberry.80.151;Destornillador.59.484
Tijeras.19.352;Lapiz.42.954;IntelGalileo.37.59;Tuerca.48.434;JetsonNano.84.883;Carpeta.53.495;Serrucho.89.799;Tornillo.74.661,IntelGalileo.36.783;Raspberry.44.929;Destornillador.96.280;Martillo.23.961;Clavo.65.489;Tijeras.42.38;Pegamento.57.481,Arduino.14.86;Carpeta.84.430,Boligrafo.59.357,Lapiz.97.768;Goma.86.729,Lapiz.59.173;Tijeras.16.840;Clavo.46.352;OrangePi.15.695;Alicate.57.257;Cable.83.707,Raspberry.100.697;Goma.49.80;Tijeras.58.578;Boligrafo.13.285;Pegamento.42.386;Martillo.52.293;Tuerca.10.897,OrangePi.15.366;JetsonNano.80.398;IntelGalileo.77.197;Lapiz.94.741;Martillo.75.281;Raspberry.77.550;Pegamento.91.491,Tuerca.29.107;Goma.74.707;Martillo.2.667;Pegamento.1.246,Carpeta.19.76;Destornillador.2.423;Cable.3.996;Goma.65.504;Arduino.87.824;Boligrafo.43.821;Raspberry.61.6;Tuerca.99.175;JetsonNano.34.975
Clavo.4.438;Cable.76.122;Carpeta.20.446;Martillo.59.918;Alicate.77.123;Sacapuntas.88.203,Serrucho.84.766;Alicate.66.882;Destornillador.18.105;JetsonNano.21.71;Sacapuntas.79.941;Arduino.72.725,Cable.48.118;Tornillo.27.707;IntelGalileo.56.126;Cuaderno.61.212,Carpeta.74.289;Sacapuntas.15.379,IntelGalileo.54.127;Goma.48.868;Alicate.84.95;Tornillo.3.898;Raspberry.16.745;Carpeta.28.856,Carpeta.99.706;Lapiz.4.935;Boligrafo.96.113;Goma.85.308;Alicate.8.928,Pegamento.64.807;Tijeras.12.700,Cuaderno.49.961,Cable.37.212;Lapiz.33.796;Serrucho.70.780;Tornillo.23.752;Boligrafo.58.178,Alicate.94.290;Pegamento.30.324;Martillo.73.488;Raspberry.61.300
Tornillo.53.742;Pegamento.35.135;Raspberry.88.825;Sacapuntas.42.894;Serrucho.1.337;Cuaderno.4.929;Clavo.5.854;Cable.46.245,Carpeta.16.444;Cable.65.350;Sacapuntas.77.176;Pegamento.84.690;Destornillador.71.708;Cuaderno.39.672,IntelGalileo.52.113,Tijeras.28.922;Lapiz.21.697;Tuerca.32.904;Cuaderno.42.610,Martillo.15.364;OrangePi.37.522,Lapiz.25.861;Pegamento.80.567;Tornillo.90.5;Raspberry.6.954;Goma.26.659;Carpeta.91.484;Destornillador.43.283;Tuerca.7.998,Alicate.24.310;JetsonNano.38.93;Tijeras.90.956;Sacapuntas.59.290,Clavo.17.937;Tijeras.98.185;Carpeta.66.201;Pegamento.78.99;Goma.32.430;Arduino.76.812;OrangePi.91.609;Cuaderno.18.111;Martillo.100.316;Raspberry.35.103,Destornillador.52.950;Sacapuntas.63.616;Alicate.84.918;Serrucho.48.106;Raspberry.79.987;Lapiz.76.890;OrangePi.45.439;JetsonNano.80.194,Raspberry.76.389;Tornillo.97.49;Tijeras.1.428;Goma.34.338;Destornillador.87.90;Cuaderno.79.192
