10,10,add Boligrafo 41;remove OrangePi 14;remove Boligrafo 14;add Boligrafo 10;remove OrangePi 26;remove Boligrafo 70;add OrangePi 3;remove OrangePi 7;move left;move down
Boligrafo.10.814;OrangePi.0.970,Sacapuntas.91.424;Destornillador.75.30;Cuaderno.42.936;Martillo.58.807;Pegamento.45.478;Raspberry.86.321;Tijeras.58.756;Serrucho.87.38;JetsonNano.70.436,Pegamento.15.890;OrangePi.62.486,Serrucho.59.13;Tuerca.56.566;JetsonNano.91.581;Raspberry.90.534;Boligrafo.8.959;Destornillador.24.533,Tornillo.67.594;Raspberry.24.107;Alicate.20.257;Boligrafo.59.374,Arduino.68.947;Serrucho.22.319;Martillo.45.481;JetsonNano.65.55;Tijeras.26.933,Alicate.99.473;Lapiz.29.711;Destornillador.85.116,Pegamento.95.655;Carpeta.70.485;Lapiz.14.791,Pegamento.87.800;Serrucho.3.111;Alicate.21.842;Martillo.56.414;Goma.47.322,Tuerca.83.773;Arduino.49.737;Tornillo.78.115;Carpeta.24.914;Raspberry.90.526
Tijeras.80.740;IntelGalileo.49.686,Boligrafo.94.78;Sacapuntas.94.275,Arduino.77.516;JetsonNano.22.991;Lapiz.3.35;Cable.85.508;Sacapuntas.93.674;Carpeta.100.849;Tijeras.75.395;Goma.75.225,Arduino.78.820;Raspberry.94.959;Cable.94.97;Tijeras.47.155;Sacapuntas.6.433;Lapiz.68.823;Cuaderno.89.686,JetsonNano.42.11;Clavo.73.394;Carpeta.50.82;OrangePi.19.507;Boligrafo.41.398;Tornillo.33.770,Sacapuntas.78.277;JetsonNano.33.237;Tornillo.16.745;Pegamento.47.427;Carpeta.43.28;Clavo.84.683,JetsonNano.88.684;Arduino.10.728;Tijeras.41.781;OrangePi.82.693;Raspberry.29.764;IntelGalileo.32.271;Tuerca.63.308;Cuaderno.53.496;Goma.54.687,Tornillo.54.764;Clavo.82.84;Arduino.90.568;OrangePi.41.650;Serrucho.72.234;Alicate.11.86,OrangePi.35.743;Boligrafo.24.184;JetsonNano.54.656;Arduino.95.160;Destornillador.7.694;Serrucho.87.825,Alicate.38.337;Goma.13.991;IntelGalileo.6.986;Lapiz.89.719;Cuaderno.52.701;OrangePi.44.73
Raspberry.64.809;Clavo.90.759;OrangePi.92.773;JetsonNano.31.835;Sacapuntas.66.419;Serrucho.82.522,Arduino.52.836;Destornillador.34.721;Tornillo.95.223;Tuerca.14.648;Raspberry.35.546;Clavo.1.432,Tornillo.3.212;IntelGalileo.92.757;Cable.66.702;Tuerca.16.761;OrangePi.3.962,IntelGalileo.11.893;OrangePi.98.923;Tijeras.64.789;Martillo.39.16;Pegamento.28.340;Serrucho.50.358;Raspberry.44.193;Tuerca.79.984;Tornillo.13.482,JetsonNano.53.42;Tijeras.89.915;OrangePi.62.158;Raspberry.26.74;Alicate.91.878,Lapiz.13.782;Tuerca.49.854;Carpeta.81.172,Tornillo.78.748;Clavo.14.887,Tijeras.85.52;Alicate.71.293;Goma.95.443,Sacapuntas.74.526;Cuaderno.93.126;Goma.42.59;Carpeta.76.557;IntelGalileo.34.60;Raspberry.10.851;Alicate.21.892,Cable.9.593;Serrucho.95.229;OrangePi.50.522;Clavo.39.856;Sacapuntas.77.606;Lapiz.92.474
Pegamento.30.480;Tornillo.58.120;Raspberry.2.731;Cuaderno.81.108;Alicate.71.681,Lapiz.16.449;Cable.64.227;Serrucho.85.96;Clavo.15.17;Cuaderno.18.232;Raspberry.4.185,Pegamento.92.465;Raspberry.5.949;Cuaderno.80.568;Alicate.23.491;Destornillador.66.659;Martillo.69.402,OrangePi.62.38;JetsonNano.51.17;Martillo.53.882;Tijeras.77.246;Cable.99.852;Boligrafo.94.132,Boligrafo.59.300,Tornillo.66.440;Pegamento.55.202;Alicate.84.666;Boligrafo.93.1;JetsonNano.35.727;Cable.69.464;Cuaderno.26.661;Carpeta.78.968,IntelGalileo.60.981;JetsonNano.82.688;Carpeta.43.653;Clavo.32.922;Sacapuntas.33.253;Cable.10.706;Alicate.68.114;Cuaderno.19.255,Arduino.27.516;Tijeras.70.983;Clavo.48.469,Arduino.84.710;OrangePi.93.240;Raspberry.99.907;Clavo.78.734,IntelGalileo.87.413;OrangePi.29.529;Carpeta.53.349;Boligrafo.100.521;Goma.84.273;Arduino.74.566;Alicate.54.698
Sacapuntas.8.985;Tuerca.79.121,Arduino.9.780;Sacapuntas.90.236,Tornillo.14.478;Boligrafo.86.240;Arduino.91.976;IntelGalileo.17.186;Cuaderno.62.463;Lapiz.89.876,Martillo.47.53;Serrucho.52.4;Destornillador.75.699;Arduino.4.98;Tuerca.100.973;Boligrafo.90.421;OrangePi.56.722;Cuaderno.74.435,Cuaderno.10.999;Raspberry.54.793;Tijeras.73.243;Tuerca.47.570,Goma.49.153;JetsonNano.24.357;Tijeras.56.143;Tuerca.9.805;Arduino.23.522;Lapiz.51.73;IntelGalileo.56.569;Tornillo.31.718;Cuaderno.73.534,Martillo.79.432,IntelGalileo.64.81;Tuerca.35.802;Serrucho.56.576;Cable.26.149;Tornillo.55.49,Goma.39.554;Tijeras.51.236;IntelGalileo.88.621,Cable.54.158;Serrucho.81.545;Tijeras.78.715;Lapiz.92.865;Sacapuntas.45.498
Lapiz.9.64;Sacapuntas.59.449;Martillo.58.687;Pegamento.99.987;IntelGalileo.31.930;OrangePi.100.573,Boligrafo.57.867;Clavo.95.799;OrangePi.89.45,Cuaderno.75.836;Pegamento.49.884;Tornillo.8.11,Cuaderno.46.47;Sacapuntas.49.549;IntelGalileo.79.366;Tornillo.41.225;Arduino.69.945;Tuerca.55.667;OrangePi.15.328,Sacapuntas.71.666;Tornillo.83.390;Cuaderno.83.69;Destornillador.95.186;Carpeta.16.540;OrangePi.71.539;IntelGalileo.68.97,Tijeras.56.850;Arduino.34.759;IntelGalileo.69.90;Tuerca.76.320;Carpeta.19.114;Lapiz.41.719;Destornillador.71.555,Tornillo.23.437;Carpeta.67.755;Destornillador.97.455;JetsonNano.85.156;IntelGalileo.68.649,Serrucho.55.332;Lapiz.85.973;Pegamento.99.226;Cuaderno.54.975;IntelGalileo.27.377;Clavo.10.75,Carpeta.40.727,Martillo.24.7;Goma.9.649;Pegamento.55.1;Lapiz.10.900
JetsonNano.7.863,Tijeras.34.577;Tornillo.52.532;Arduino.67.71,OrangePi.97.139;Cuaderno.31.404;Tornillo.51.82;Arduino.51.303;Serrucho.85.473,Serrucho.80.194;Boligrafo.5.754;Alicate.4.921,IntelGalileo.44.542;Cuaderno.34.601;Lapiz.34.39;Serrucho.17.695,IntelGalileo.89.604;Carpeta.37.252;Goma.79.814;JetsonNano.77.538;Serrucho.49.125;Tornillo.28.842;Raspberry.90.285,Arduino.100.17,Pegamento.87.148;OrangePi.45.120;Tornillo.81.341;Carpeta.79.519,Goma.56.840;Cuaderno.59.980;JetsonNano.31.998,Raspberry.49.951
Raspberry.11.200,Tornillo.14.476;Goma.15.145;Boligrafo.57.642;Pegamento.14.514;Cuaderno.38.411;OrangePi.73.324;Martillo.47.227;Tuerca.47.509,Sacapuntas.66.26;Tijeras.47.36;Alicate.17.80;Cable.2.927;Destornillador.24.410;IntelGalileo.75.76;Goma.77.823;Tornillo.70.233;Serrucho.26.659,IntelGalileo.46.217;Pegamento.69.339;Tuerca.16.881;OrangePi.32.676;JetsonNano.31.879;Destornillador.56.145;Serrucho.41.613,Tijeras.64.574;Serrucho.72.842;Cable.3.268;IntelGalileo.77.510,Tornillo.72.606;Lapiz.72.770,Tuerca.46.429;Pegamento.38.57;Clavo.73.723;Boligrafo.92.357,JetsonNano.81.738;Arduino.91.889;Martillo.75.889,Serrucho.62.94;Alicate.45.316;Tuerca.84.58;Destornillador.45.80;Clavo.15.845,Martillo.17.645;Pegamento.71.970;Serrucho.55.484;Lapiz.97.181;Sacapuntas.16.371;IntelGalileo.94.846;JetsonNano.92.534;Alicate.28.823;Tuerca.61.363
Martillo.94.792;Alicate.36.317;Goma.71.500;Clavo.99.792;Tornillo.44.195;Arduino.1.578,Tijeras.61.14,Pegamento.82.728;OrangePi.77.386;Raspberry.56.458;Arduino.78.150,Boligrafo.79.761;Destornillador.11.386;Raspberry.5.684;Tijeras.43.172;Serrucho.42.30;Tuerca.42.750,OrangePi.33.634;JetsonNano.71.194;Martillo.37.738;Pegamento.65.855;Goma.87.424;Serrucho.21.966;Destornillador.91.311;Raspberry.83.955;Boligrafo.53.223,Arduino.17.388,Arduino.64.808;Serrucho.79.102;IntelGalileo.49.18;Tijeras.91.110;JetsonNano.56.903,Boligrafo.34.961;Alicate.80.212;Tijeras.55.648,Alicate.20.590;Carpeta.95.113;Tuerca.58.884;JetsonNano.100.287;Sacapuntas.100.526;Tijeras.79.689,Tuerca.17.893;Boligrafo.25.83;OrangePi.93.512;Martillo.10.695;Alicate.95.670;Tijeras.97.84;Clavo.94.132;Sacapuntas.40.539
Carpeta.56.404;Cuaderno.25.434;Boligrafo.97.876;Cable.25.841,Cuaderno.95.456;Destornillador.63.811;Alicate.95.88;Raspberry.98.267;Arduino.83.832,IntelGalileo.96.724;Serrucho.20.118;Cuaderno.76.389;Destornillador.86.801;Carpeta.57.196;Pegamento.67.933,Cuaderno.80.982;JetsonNano.22.950;Alicate.18.259;IntelGalileo.26.767;Raspberry.29.150;Carpeta.20.168;Clavo.70.330,Boligrafo.5.488;OrangePi.61.46,Lapiz.63.600;Cable.51.732;Clavo.66.304;OrangePi.16.554,Goma.81.360;Martillo.30.129;Lapiz.41.521;Destornillador.35.466;Boligrafo.8.479;Pegamento.15.93;IntelGalileo.77.152,Goma.30.3;Destornillador.33.802;Serrucho.35.651,Destornillador.8.512,Tornillo.47.574;Martillo.79.735;Tuerca.98.356;Serrucho.47.410;Goma.51.522;Raspberry.12.116;Sacapuntas.83.832;Tijeras.6.95;Arduino.9.677
